,item_id,name,colloq,upper_item,lower_item,explain,buy_price,sell_price,description,tag,stat,effect
0,3073,Tear of the Goddess (Quick Charge),;,"['3007', '3008']","['1027', '1004']",Increases maximum Mana as Mana is spent,375,595,<stats><mana>+250 Mana</mana></stats><br><br><mana><unique>UNIQUE Passive - Awe:</unique> Refunds 10% of Mana spent.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants 6 maximum Mana on Mana expenditure (up to 3 times per 12 seconds).<br><br>Caps at +750 Mana.</mana>,"['Mana', 'ManaRegen']",{'FlatMPPoolMod': 250},"{'Effect1Amount': '6', 'Effect2Amount': '8', 'Effect3Amount': '1', 'Effect4Amount': '8', 'Effect5Amount': '750', 'Effect6Amount': '2', 'Effect7Amount': '0.1', 'Effect8Amount': '3', 'Effect9Amount': '12'}"
0,3074,Ravenous Hydra,;,,"['3077', '1053', '1037']","Melee attacks hit nearby enemies, dealing damage and restoring Health",400,2450,<stats>+80 Attack Damage<br>+100% Base Health Regen <br>+18% Life Steal</stats><br><br><passive>Passive:</passive> 50% of total Life Steal applies to damage dealt by this item.<br><unique>UNIQUE Passive - Cleave:</unique> Basic attacks deal 20% to 60% of total Attack Damage as bonus physical damage to enemies near the target on hit (enemies closest to the center take the most damage).<br><active>UNIQUE Active - Crescent:</active> Deals 60% to 100% of total Attack Damage as physical damage to nearby enemy units (enemies closest to the center take the most damage) (10 second cooldown).,"['Active', 'Damage', 'HealthRegen', 'LifeSteal', 'OnHit']","{'FlatPhysicalDamageMod': 80, 'PercentLifeStealMod': 0.18}","{'Effect1Amount': '0.2', 'Effect2Amount': '0.6', 'Effect3Amount': '0.6', 'Effect4Amount': '1', 'Effect5Amount': '10', 'Effect6Amount': '350', 'Effect7Amount': '0.5', 'Effect8Amount': '450'}"
0,3075,Thornmail,;grievous,,"['3076', '1028', '3082']",Returns damage taken from basic attacks as magic damage,500,2030,"<stats>+250 Health<br>+80 Armor</stats><br><br><unique>UNIQUE Passive - Thorns:</unique> Upon being hit by a basic attack, reflects magic damage equal to 10% of your bonus Armor plus 25, inflicting <a href='GrievousWounds'>Grievous Wounds</a> on the attacker for 3 second(s).<br><unique>UNIQUE Passive - Cold Steel:</unique> When hit by basic attacks, reduces the attacker's Attack Speed by 15% for 1 second(s).","['Health', 'Armor', 'Slow']","{'FlatHPPoolMod': 250, 'FlatArmorMod': 80}","{'Effect1Amount': '25', 'Effect2Amount': '3', 'Effect3Amount': '3', 'Effect4Amount': '1', 'Effect5Amount': '0.15', 'Effect6Amount': '0.1', 'Effect7Amount': '0.1'}"
0,3076,Bramble Vest,;grievous,['3075'],"['1029', '1029']",Prevents enemies from using Life Steal against you.,400,700,"<stats>+35 Armor</stats><br><br><unique>UNIQUE Passive - Thorns:</unique> Upon being hit by a basic attack, reflects magic damage equal to 3 plus 10% of your bonus Armor, inflicting <a href='GrievousWounds'>Grievous Wounds</a> on the attacker for 3 second(s).",['Armor'],{'FlatArmorMod': 35},"{'Effect1Amount': '0.1', 'Effect2Amount': '3', 'Effect3Amount': '3'}"
0,3077,Tiamat,;,"['3074', '3748']","['1036', '1006', '1036']",Melee attacks hit nearby enemies,475,928,<stats>+25 Attack Damage<br>+50% Base Health Regen </stats><br><br><unique>UNIQUE Passive - Cleave:</unique> Basic attacks deal 20% to 60% of total Attack Damage as bonus physical damage to enemies near the target on hit (enemies closest to the center take the most damage).<br><active>UNIQUE Active - Crescent:</active> Deals 60% to 100% of total Attack Damage as physical damage to nearby enemy units (enemies closest to the center take the most damage) (10 second cooldown).,"['HealthRegen', 'Damage', 'Active']",{'FlatPhysicalDamageMod': 25},"{'Effect1Amount': '0.2', 'Effect2Amount': '0.6', 'Effect3Amount': '0.6', 'Effect4Amount': '1', 'Effect5Amount': '10'}"
0,3078,Trinity Force,;triforce;tons of damage,['3384'],"['3101', '3057', '3044']",Tons of Damage,333,2613,"<stats>+250 Health<br><mana>+250 Mana</mana><br>+25 Attack Damage<br>+40% Attack Speed<br>+20% Cooldown Reduction<br>+5% Movement Speed</stats><br><br><unique>UNIQUE Passive - Rage:</unique> Basic attacks grant 20 Movement Speed for 2 seconds. Kills grant 60 Movement Speed instead. This Movement Speed bonus is halved for ranged champions.<br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 200% of base Attack Damage on hit (1.5 second cooldown).","['Health', 'Damage', 'AttackSpeed', 'Mana', 'CooldownReduction', 'OnHit', 'NonbootsMovement']","{'FlatPhysicalDamageMod': 25, 'PercentMovementSpeedMod': 0.05, 'FlatHPPoolMod': 250, 'FlatMPPoolMod': 250, 'PercentAttackSpeedMod': 0.4}","{'Effect1Amount': '20', 'Effect2Amount': '60', 'Effect3Amount': '2', 'Effect4Amount': '2', 'Effect5Amount': '1.5'}"
0,3082,Warden's Mail,;,"['3110', '3143', '3075']","['1029', '1029']",Slows Attack Speed of enemy champions when receiving basic attacks,400,700,"<stats>+40 Armor</stats><br><br><unique>UNIQUE Passive - Cold Steel:</unique> When hit by basic attacks, reduces the attacker's Attack Speed by 15% for 1 seconds.","['Armor', 'Slow']",{'FlatArmorMod': 40},"{'Effect1Amount': '-0.15', 'Effect2Amount': '1'}"
0,3083,Warmog's Armor,;,,"['1011', '3067', '3801']",Grants massive Health and Health Regen,400,1995,<stats>+800 Health<br>+200% Base Health Regen </stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Grants <unlockedPassive>Warmog's Heart</unlockedPassive> if you have at least 3000 maximum Health.<br><br><unlockedPassive>Warmog's Heart:</unlockedPassive> Restores 25% of maximum Health every 5 seconds if damage hasn't been taken within 6 seconds (3 seconds for damage from minions and monsters).,"['Health', 'HealthRegen', 'CooldownReduction']",{'FlatHPPoolMod': 800},"{'Effect1Amount': '0.015', 'Effect2Amount': '5', 'Effect3Amount': '0.25', 'Effect4Amount': '2999', 'Effect5Amount': '6', 'Effect6Amount': '-0.1', 'Effect7Amount': '6', 'Effect8Amount': '3', 'Effect9Amount': '3000'}"
0,3084,Overlord's Bloodmail,;,,"['1011', '3801']",Restores Health on kill or assist,900,1785,"<stats>+800 Health<br>+100% Base Health Regen </stats><br><br><unique>UNIQUE Passive:</unique> Upon champion kill or assist, restores 300 Health over 5 seconds.","['Health', 'HealthRegen']",{'FlatHPPoolMod': 800},"{'Effect1Amount': '300', 'Effect2Amount': '5'}"
0,3085,Runaan's Hurricane,;,,"['1042', '3086', '1042']",Ranged attacks fire two bolts at nearby enemies,600,1820,"<stats>+40% Attack Speed<br>+25% Critical Strike Chance<br>+9% Movement Speed</stats><br><br><unique>UNIQUE Passive - Wind's Fury:</unique> When basic attacking, bolts are fired at up to 2 enemies near the target, each dealing (40% of Attack Damage) physical damage. Bolts can critically strike and apply on hit effects.","['CriticalStrike', 'AttackSpeed', 'OnHit', 'NonbootsMovement']","{'FlatCritChanceMod': 0.25, 'PercentMovementSpeedMod': 0.09, 'PercentAttackSpeedMod': 0.4}","{'Effect1Amount': '0', 'Effect2Amount': '40', 'Effect3Amount': '2', 'Effect4Amount': '0', 'Effect5Amount': '40', 'Effect6Amount': '1'}"
0,3086,Zeal,;,"['3085', '3094', '3046', '3087', '4403']","['1018', '1042']","Slight bonuses to Critical Strike Chance, Movement Speed and Attack Speed",300,980,<stats>+12% Attack Speed<br>+25% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> +7% Movement Speed,"['AttackSpeed', 'CriticalStrike', 'NonbootsMovement']","{'FlatCritChanceMod': 0.25, 'PercentAttackSpeedMod': 0.12}",{'Effect1Amount': '0.07'}
0,3087,Statikk Shiv,;,,"['3086', '2015']",Movement builds charges that release chain lightning on basic attack,500,1820,<stats>+40% Attack Speed<br>+25% Critical Strike Chance<br>+7% Movement Speed</stats><br><br><unique>UNIQUE Passive - Energized:</unique> Moving and attacking will make an attack <a href='Energized'>Energized</a>. <br><unique>UNIQUE Passive - Electroshock:</unique> Energized attacks gain <magicDamage>120 bonus magic damage</magicDamage>. Energized effects chain to 7 targets.,"['AttackSpeed', 'CriticalStrike', 'NonbootsMovement', 'OnHit']","{'FlatCritChanceMod': 0.25, 'PercentMovementSpeedMod': 0.07, 'PercentAttackSpeedMod': 0.4}","{'Effect1Amount': '100', 'Effect2Amount': '80', 'Effect3Amount': '7', 'Effect4Amount': '750', 'Effect5Amount': '120', 'Effect6Amount': '120', 'Effect7Amount': '5'}"
0,3089,Rabadon's Deathcap,;dc;banksys;hat,['3374'],"['1058', '1058']",Massively increases Ability Power,1100,2520,<stats>+120 Ability Power  </stats><br><br><unique>UNIQUE Passive:</unique> Increases Ability Power by 40%.,['SpellDamage'],{'FlatMagicDamageMod': 120},{'Effect1Amount': '40'}
0,3091,Wit's End,;,,"['1043', '1057', '1042']",Resist magic damage and claw your way back to life.,880,2030,"<stats>+50% Attack Speed<br>+50 Magic Resist<br>+5% Movement Speed</stats><br><br><unique>UNIQUE Passive - At Wit's End:</unique> Deal <scaleLevel>15 - 80</scaleLevel> magic damage on hit. While below half health, heal for 33% of this effect's damage dealt - increased to 100% for Melee Champions.","['SpellBlock', 'AttackSpeed', 'LifeSteal', 'NonbootsMovement']","{'PercentMovementSpeedMod': 0.05, 'FlatSpellBlockMod': 50, 'PercentAttackSpeedMod': 0.5}","{'Effect1Amount': '15', 'Effect2Amount': '80', 'Effect3Amount': '0.5', 'Effect4Amount': '0.33', 'Effect5Amount': '1', 'Effect6Amount': '10', 'Effect7Amount': '-8.75'}"
0,3094,Rapid Firecannon,;canon;rapidfire;rfc,,"['3086', '2015']",Movement builds charges that release a sieging fire attack on release,500,1820,<stats>+30% Attack Speed<br>+25% Critical Strike Chance<br>+7% Movement Speed</stats><br><br><unique>UNIQUE Passive - Energized:</unique> Moving and attacking will make an attack <a href='Energized'>Energized</a>. <br><unique>UNIQUE Passive - Sharpshooter:</unique> Your Energized attacks gain <magicDamage>120 bonus magic damage</magicDamage>. Energized attacks gain 35% bonus range (+150 range maximum).,"['AttackSpeed', 'CriticalStrike', 'NonbootsMovement', 'OnHit']","{'FlatCritChanceMod': 0.25, 'PercentMovementSpeedMod': 0.07, 'PercentAttackSpeedMod': 0.3}","{'Effect1Amount': '0.35', 'Effect2Amount': '150', 'Effect3Amount': '120', 'Effect4Amount': '120', 'Effect5Amount': '5', 'Effect6Amount': '0.25'}"
0,3095,Stormrazor,;Windblade,,"['1038', '1018', '2015']",Tremendously empower other Energized effects.,400,2240,<stats>+50 Attack Damage<br>+25% Critical Strike Chance<br>+15% Attack Speed</stats><br><br><unique>UNIQUE Passive - Energized:</unique> Moving and attacking will make an attack <a href='Energized'>Energized</a>. <br><unique>UNIQUE Passive - Paralyze:</unique> Your Energized attacks gain <magicDamage>120 bonus magic damage</magicDamage>. Energized effects slow by 75% for 0.5 seconds.,"['Damage', 'CriticalStrike', 'AttackSpeed', 'OnHit']","{'FlatPhysicalDamageMod': 50, 'FlatCritChanceMod': 0.25, 'PercentAttackSpeedMod': 0.15}","{'Effect1Amount': '120', 'Effect2Amount': '120', 'Effect3Amount': '5', 'Effect4Amount': '0.35', 'Effect5Amount': '0.75', 'Effect6Amount': '0.5'}"
0,3100,Lich Bane,;,,"['3057', '3113', '1026']",Grants a bonus to next attack after spell cast,450,2240,"<stats>+80 Ability Power<br>+7% Movement Speed<br>+10% Cooldown Reduction<br><mana>+250 Mana</mana></stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals 75% Base Attack Damage (+50% of Ability Power) bonus magic damage on hit (1.5 second cooldown).","['SpellDamage', 'Mana', 'CooldownReduction', 'NonbootsMovement']","{'PercentMovementSpeedMod': 0.07, 'FlatMPPoolMod': 250, 'FlatMagicDamageMod': 80}","{'Effect1Amount': '0.75', 'Effect2Amount': '0.5', 'Effect3Amount': '1.5'}"
0,3101,Stinger,;,"['3115', '3137', '3078']","['1042', '1042']",Increased Attack Speed and Cooldown Reduction,500,770,<stats>+35% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction,"['AttackSpeed', 'CooldownReduction']",{'PercentAttackSpeedMod': 0.35},{'Effect1Amount': '10'}
0,3102,Banshee's Veil,;bv,,"['3108', '1033', '1026']",Periodically blocks enemy abilities,800,2100,<stats>+75 Ability Power<br>+60 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Spell Shield:</unique> Grants a spell shield that blocks the next enemy ability. This shield refreshes after no damage is taken from enemy champions for 40 seconds.,"['SpellBlock', 'SpellDamage', 'CooldownReduction']","{'FlatSpellBlockMod': 60, 'FlatMagicDamageMod': 75}","{'Effect1Amount': '40', 'Effect2Amount': '45', 'Effect3Amount': '10', 'Effect4Amount': '-0.1', 'Effect5Amount': '8', 'Effect6Amount': '2'}"
0,3105,Aegis of the Legion,;,"['3190', '3005', '3050', '3812', '4403']","['1033', '1029']",Grants Armor and Magic Resistance,350,770,<stats>+30 Armor<br>+30 Magic Resist</stats>,"['SpellBlock', 'Armor']","{'FlatSpellBlockMod': 30, 'FlatArmorMod': 30}",
0,3107,Redemption,;,['3382'],"['3114', '3801']",Activate to heal allies and damage enemies in an area,650,1470,"<stats>+200 Health<br>+50% Base Health Regen <br><mana>+150% Base Mana Regen </mana><br>+10% Cooldown Reduction</stats><br><br><passive>UNIQUE Passive:</passive> +10% Heal and Shield Power<br><active>UNIQUE Active:</active> Target an area within 5500 range. After 2.5 seconds, call down a beam of light to heal allies for 10 (+20 per level of target) Health, burn enemy champions for 10% of their maximum Health as <font color='#FFFFFF'>true</font> damage and deal 250 <font color='#FFFFFF'>true</font> damage to enemy minions (120 second cooldown). Heal and Shield Power is 3 times as effective on Redemption's heal.<br><br>Can be used while dead.<br><br><rules>Half effect if the target has been affected by another Redemption recently.</rules>","['Health', 'HealthRegen', 'ManaRegen', 'CooldownReduction']",{'FlatHPPoolMod': 200},"{'Effect1Amount': '0.1', 'Effect2Amount': '10', 'Effect3Amount': '20', 'Effect4Amount': '0.1', 'Effect5Amount': '250', 'Effect6Amount': '120', 'Effect7Amount': '550', 'Effect8Amount': '5500', 'Effect9Amount': '0.5', 'Effect10Amount': '8', 'Effect11Amount': '3'}"
0,3108,Fiendish Codex,;,"['3174', '3115', '3157', '1402', '1414', '3128', '3102', '3905', '4104']",['1052'],Increases Ability Power and Cooldown Reduction,465,630,<stats>+35 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction,"['CooldownReduction', 'SpellDamage']",{'FlatMagicDamageMod': 35},{'Effect1Amount': '-0.1'}
0,3109,Knight's Vow,;,,"['3067', '1031']",Partner with an ally to protect each other,600,1540,"<stats>+250 Health<br>+40 Armor<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active:</active> Designate an allied champion as your <a href='KnightsVowPartner'>Partner</a> (90 second cooldown).<br><passive>UNIQUE Passive:</passive> If your <a href='KnightsVowPartner'>Partner</a> is nearby, gain +20 additional Armor and +15% Movement Speed towards them.<br><passive>UNIQUE Passive:</passive> If your <a href='KnightsVowPartner'>Partner</a> is nearby, heal for 12% of the damage your <a href='KnightsVowPartner'>Partner</a> deals to champions and redirect 12% of the damage your <a href='KnightsVowPartner'>Partner</a> takes from champions to you as <font color='#FFFFFF'>true</font> damage (healing and damage redirection are reduced by 50% if you are ranged).<br><br><rules>(Champions can only be linked by one Knight's Vow at a time.)</rules>","['Health', 'Armor', 'Aura', 'CooldownReduction', 'NonbootsMovement']","{'FlatHPPoolMod': 250, 'FlatArmorMod': 40}","{'Effect1Amount': '20', 'Effect2Amount': '0.15', 'Effect3Amount': '0.12', 'Effect4Amount': '0.12', 'Effect5Amount': '90', 'Effect6Amount': '0.5', 'Effect7Amount': '1000'}"
0,3110,Frozen Heart,;fh,,"['3082', '3024']",Massively increases Armor and slows enemy basic attacks,800,1890,<stats>+110 Armor<br>+20% Cooldown Reduction<br><mana>+400 Mana</mana></stats><br><br><aura>UNIQUE Aura:</aura> Reduces the Attack Speed of nearby enemies by 15%.,"['Armor', 'Aura', 'CooldownReduction', 'Mana']","{'FlatMPPoolMod': 400, 'FlatArmorMod': 110}","{'Effect1Amount': '-0.2', 'Effect2Amount': '-0.15'}"
0,3111,Mercury's Treads,;,,"['1001', '1033']",Increases Movement Speed and reduces duration of disabling effects,350,770,"<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><stats>+25 Magic Resist</stats><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed<br><unique>UNIQUE Passive - Tenacity:</unique> Reduces the duration of stuns, slows, taunts, fears, silences, blinds, polymorphs, and immobilizes by 30%.","['Boots', 'SpellBlock', 'Tenacity']","{'FlatMovementSpeedMod': 45, 'FlatSpellBlockMod': 25}",
0,3112,Guardian's Orb,;,,,Good starting item for mages,950,380,<stats>+150 Health<br>+35 Ability Power<br><mana>+10 Mana regen per 5 seconds</mana></stats><br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,"['Health', 'SpellDamage', 'ManaRegen', 'Lane']","{'FlatHPPoolMod': 150, 'FlatMagicDamageMod': 35}",
0,3113,Aether Wisp,;,"['3100', '3504', '3673', '3905', '3907']",['1052'],Increases Ability Power and Movement Speed,415,595,<stats>+30 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +5% Movement Speed,"['NonbootsMovement', 'SpellDamage']",{'FlatMagicDamageMod': 30},{'Effect1Amount': '0.05'}
0,3114,Forbidden Idol,;,"['2065', '3107', '3222', '3504']","['1004', '1004']","Increases Heal and Shield Power, Mana Regeneration, and Cooldown Reduction",550,560,<stats><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> +5% Heal and Shield Power,"['CooldownReduction', 'ManaRegen']",{},"{'Effect1Amount': '-0.1', 'Effect2Amount': '0.05'}"
0,3115,Nashor's Tooth,;,,"['3101', '3108']","Increases Attack Speed, Ability Power, and Cooldown Reduction",1000,2100,<stats>+50% Attack Speed<br>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +20% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Basic attacks deal 15 (+15% of Ability Power) bonus magic damage on hit.<br>,"['AttackSpeed', 'CooldownReduction', 'OnHit', 'SpellDamage']","{'FlatMagicDamageMod': 80, 'PercentAttackSpeedMod': 0.5}",
0,3116,Rylai's Crystal Scepter,;,,"['1026', '1052', '1028']",Abilities slow enemies,915,1820,<stats>+300 Health<br>+90 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Damaging spells and abilities reduce enemy movement speed by 20% for 1 second.,"['Health', 'SpellDamage', 'Slow']","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 90}","{'Effect1Amount': '-0.2', 'Effect2Amount': '-0.2', 'Effect3Amount': '-0.2', 'Effect4Amount': '1', 'Effect5Amount': '1', 'Effect6Amount': '1'}"
0,3117,Boots of Mobility,;,,['1001'],Greatly enhances Movement Speed when out of combat,700,700,<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +25 Movement Speed. Increases to +115 Movement Speed when out of combat for 5 seconds.,['Boots'],{'FlatMovementSpeedMod': 115},"{'Effect1Amount': '0', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '0', 'Effect6Amount': '0', 'Effect7Amount': '0', 'Effect8Amount': '25'}"
0,3123,Executioner's Calling,;grievous,['3033'],['1036'],Overcomes enemies with high health gain,450,560,<stats>+15 Attack Damage</stats><br><br><unique>UNIQUE Passive - Executioner:</unique> Physical damage inflicts <a href='GrievousWounds'>Grievous Wounds</a> on enemy champions for 3 seconds.,['Damage'],{'FlatPhysicalDamageMod': 15},{'Effect1Amount': '3'}
0,3124,Guinsoo's Rageblade,;,,"['1052', '1043', '1037']","Increases Attack Speed, Armor Penetration, and Magic Penetration",790,2170,"<stats>+25 Attack Damage<br>+25 Ability Power<br>+25% Attack Speed</stats><br><br><passive>Passive: </passive>Basic attacks deal 15 magic damage on hit.<br><unique>UNIQUE Passive - Last Whisper:</unique> Gain 15% <a href='FlatArmorPen'>Armor Penetration</a>.<br><unique>UNIQUE Passive - Dissolve:</unique> Gain 15% <a href='TotalMagicPen'>Magic Penetration</a>.<br><unique>UNIQUE Passive:</unique> Basic attacks grant +8% Attack Speed for 5 seconds (up to 6 stacks). At max stacks, gain <unlockedPassive>Guinsoo's Rage</unlockedPassive>.<br><br><unlockedPassive>Guinsoo's Rage:</unlockedPassive> Every 3 basic attacks, trigger on hit effects twice.<br><br><rules><font color='#8c8c8c'>While at half stacks, melee champions' next attack will fully stack Rageblade.</font></rules>","['Damage', 'AttackSpeed', 'SpellDamage', 'OnHit', 'MagicPenetration', 'ArmorPenetration']","{'FlatPhysicalDamageMod': 25, 'FlatMagicDamageMod': 25, 'PercentAttackSpeedMod': 0.25}","{'Effect1Amount': '0.08', 'Effect2Amount': '2.5', 'Effect3Amount': '2.5', 'Effect4Amount': '5', 'Effect5Amount': '6', 'Effect6Amount': '0.1', 'Effect7Amount': '0.1', 'Effect8Amount': '15', 'Effect9Amount': '1', 'Effect10Amount': '3', 'Effect11Amount': '0.15', 'Effect12Amount': '0', 'Effect13Amount': '3'}"
0,3128,Deathfire Grasp,;dfg,,"['1058', '3108']",Activate to increase all magic damage dealt to an enemy champion,850,2100,<stats>+120 Ability Power<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active:</active> Deals 15% of target champion's maximum Health in magic damage and increases all subsequent magic damage taken by the target by 20% for 4 seconds (90 second cooldown).,"['Active', 'CooldownReduction', 'SpellDamage']",{'FlatMagicDamageMod': 120},"{'Effect1Amount': '0', 'Effect2Amount': '0.15', 'Effect3Amount': '0.2'}"
0,3131,Sword of the Divine,;sotd;lethality,,"['3134', '1042', '1042']",Activate to gain 100% Critical Strike Chance for a short duration,800,1750,<stats>+25 Attack Damage<br>+25% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> +18 <a href='Lethality'>Lethality</a><br><active>UNIQUE Active:</active> Grants +100% Attack Speed and 100% Critical Strike Chance for 3 seconds or 3 critical strikes (90 second cooldown).,"['Damage', 'CriticalStrike', 'AttackSpeed', 'Active', 'ArmorPenetration']","{'FlatPhysicalDamageMod': 25, 'PercentAttackSpeedMod': 0.25}","{'Effect1Amount': '18', 'Effect2Amount': '1', 'Effect3Amount': '3', 'Effect4Amount': '3', 'Effect5Amount': '1', 'Effect6Amount': '90'}"
0,3133,Caulfield's Warhammer,;,"['1400', '1412', '3812', '3142', '3147', '3156', '3508', '4102', '3671', '4402']","['1036', '1036']",Attack Damage and Cooldown Reduction,400,770,<stats>+25 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction,"['Damage', 'CooldownReduction']",{'FlatPhysicalDamageMod': 25},{'Effect1Amount': '-0.1'}
0,3134,Serrated Dirk,;lethality,"['3142', '3179', '3814', '3131', '3147', '3181', '4004']","['1036', '1036']",Increases Attack Damage and Lethality,400,770,<stats>+30 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +10 <a href='Lethality'>Lethality</a><br>,"['Damage', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 30},{'Effect1Amount': '10'}
0,3135,Void Staff,;,,"['1026', '1052']",Increases magic damage,1365,1855,<stats>+70 Ability Power</stats><br><br><unique>UNIQUE Passive - Dissolve:</unique> +40% <a href='TotalMagicPen'>Magic Penetration</a>.,"['MagicPenetration', 'SpellDamage']",{'FlatMagicDamageMod': 70},"{'Effect1Amount': '0.4', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '0', 'Effect6Amount': '0', 'Effect7Amount': '0', 'Effect8Amount': '4'}"
0,3136,Haunting Guise,;mask,['3151'],"['1028', '1052']",Increases magic damage,665,1050,<stats>+35 Ability Power<br>+200 Health</stats><br><br><unique>UNIQUE Passive - Madness:</unique> Deal 2% more damage for each second in combat with champions (10% maximum).,"['Health', 'SpellDamage']","{'FlatHPPoolMod': 200, 'FlatMagicDamageMod': 35}","{'Effect1Amount': '15', 'Effect2Amount': '15', 'Effect3Amount': '1', 'Effect4Amount': '3', 'Effect5Amount': '15', 'Effect6Amount': '33', 'Effect7Amount': '2', 'Effect8Amount': '10', 'Effect9Amount': '5'}"
0,3137,Dervish Blade,;,,"['3140', '3101']",Activate to remove all debuffs and grant massive Movement Speed,300,1890,"<stats>+50% Attack Speed<br>+45 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all debuffs, and if the champion is melee, also grants +50% bonus Movement Speed for 1 second (90 second cooldown).","['Active', 'AttackSpeed', 'CooldownReduction', 'NonbootsMovement', 'SpellBlock']","{'FlatSpellBlockMod': 45, 'PercentAttackSpeedMod': 0.5}","{'Effect1Amount': '0.5', 'Effect2Amount': '1', 'Effect3Amount': '90'}"
0,3139,Mercurial Scimitar,;,,"['3140', '1037', '1053']",Activate to remove all crowd control debuffs and grant massive Movement Speed,325,2380,<stats>+50 Attack Damage<br>+35 Magic Resist<br>+10% Life Steal</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all crowd control debuffs and also grants +50% bonus Movement Speed for 1 second (90 second cooldown).,"['SpellBlock', 'Damage', 'LifeSteal', 'Active', 'NonbootsMovement']","{'FlatPhysicalDamageMod': 50, 'FlatSpellBlockMod': 35, 'PercentLifeStealMod': 0.1}","{'Effect1Amount': '0.5', 'Effect2Amount': '1', 'Effect3Amount': '90'}"
0,3140,Quicksilver Sash,;qss,"['3139', '3137']",['1033'],Activate to remove all crowd control debuffs,850,910,<stats>+30 Magic Resist</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all crowd control debuffs (90 second cooldown).,"['Active', 'SpellBlock']",{'FlatSpellBlockMod': 30},{'Effect1Amount': '90'}
0,3142,Youmuu's Ghostblade,;lethality,['3388'],"['3133', '3134']",Activate to greatly increase Movement Speed,700,2030,<stats>+55 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> +18 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive:</unique> +40 Movement Speed out of Combat<br><active>UNIQUE Active:</active> Grants +20% Movement Speed and the ability to move through units for 6 seconds (45 second cooldown).,"['Damage', 'Active', 'CooldownReduction', 'NonbootsMovement', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 55},"{'Effect1Amount': '45', 'Effect2Amount': '18', 'Effect3Amount': '0.2', 'Effect4Amount': '0', 'Effect5Amount': '6', 'Effect6Amount': '40'}"
0,3143,Randuin's Omen,;,,"['3082', '1011']","Greatly increases defenses, activate to slow nearby enemies",900,2030,"<stats>+400 Health<br>+70 Armor</stats><br><br><unique>UNIQUE Passive:</unique> -20% damage taken from basic attack critical strikes.<br><unique>UNIQUE Passive - Cold Steel:</unique> When hit by basic attacks, reduces the attacker's Attack Speed by 15% for 1 second.<br><active>UNIQUE Active:</active> Slows the Movement Speed of nearby enemy units by 55% for 2 seconds (60 second cooldown).","['Active', 'Armor', 'Health', 'Slow']","{'FlatHPPoolMod': 400, 'FlatArmorMod': 70}","{'Effect1Amount': '2', 'Effect2Amount': '0.2', 'Effect3Amount': '-0.55', 'Effect4Amount': '1', 'Effect5Amount': '-0.15', 'Effect6Amount': '0.15', 'Effect7Amount': '0.3'}"
